"cle_retour_client";"note";"cle_produit";"ref_magasin";"date_achat";"libelle_source";"libelle_categorie";"recommandation"
157149;8;85;14;"2021-11-06";"téléphone";"drive";"1"
157150;8;64;43;"2021-12-22";"email";"livraison";"1"
157151;8;90;40;"2021-01-26";"téléphone";"service après-vente";"1"
157152;8;74;78;"2021-07-21";"email";"expérience en magasin";"1"
157153;10;17;11;"2021-06-23";"email";"qualité produit";"1"
157154;8;100;28;"2021-09-27";"email";"qualité produit";"1"
157155;10;60;2;"2021-03-29";"téléphone";"qualité produit";"1"
157156;7;133;45;"2021-09-11";"email";"service après-vente";"1"
157157;8;64;37;"2021-07-16";"réseaux sociaux";"livraison";""
157158;7;102;58;"2021-10-01";"réseaux sociaux";"drive";"1"
157159;7;104;49;"2021-05-14";"réseaux sociaux";"livraison";""
157160;7;140;5;"2021-12-25";"téléphone";"drive";"1"
157161;10;43;51;"2021-07-16";"téléphone";"service après-vente";"1"
157162;8;22;75;"2021-12-01";"réseaux sociaux";"service après-vente";""
157163;10;124;4;"2021-05-12";"réseaux sociaux";"qualité produit";"1"
157164;7;31;60;"2021-02-10";"email";"service après-vente";"1"
157165;9;57;32;"2021-12-03";"réseaux sociaux";"service après-vente";""
157166;9;11;52;"2021-07-11";"réseaux sociaux";"expérience en magasin";""
157167;10;59;58;"2021-08-22";"réseaux sociaux";"livraison";"1"
157168;7;6;24;"2021-03-19";"email";"service après-vente";"1"
157169;10;135;35;"2021-03-29";"réseaux sociaux";"service après-vente";""
157170;8;45;6;"2021-09-11";"téléphone";"livraison";"1"
157171;8;74;17;"2021-10-23";"téléphone";"expérience en magasin";"1"
157172;8;52;22;"2021-09-25";"téléphone";"service après-vente";"1"
157173;7;128;78;"2021-12-17";"téléphone";"service après-vente";"1"
157174;8;100;19;"2021-07-02";"réseaux sociaux";"expérience en magasin";""
157175;10;19;41;"2021-08-31";"réseaux sociaux";"expérience en magasin";""
157176;10;88;48;"2021-06-08";"email";"drive";"1"
157177;8;67;61;"2021-11-29";"téléphone";"livraison";"1"
157178;7;30;24;"2021-08-05";"email";"expérience en magasin";"1"
157179;9;31;16;"2021-10-14";"réseaux sociaux";"drive";""
157180;7;73;39;"2021-07-06";"email";"expérience en magasin";"1"
157181;8;102;5;"2021-08-06";"réseaux sociaux";"service après-vente";"1"
157182;9;41;41;"2021-02-03";"email";"livraison";"1"
157183;7;1;12;"2021-12-24";"téléphone";"qualité produit";"1"
157184;7;127;49;"2021-06-05";"réseaux sociaux";"qualité produit";""
157185;8;78;53;"2021-03-26";"réseaux sociaux";"service après-vente";""
157186;8;92;63;"2021-04-29";"réseaux sociaux";"qualité produit";"1"
157187;9;12;14;"2021-05-09";"réseaux sociaux";"service après-vente";""
157188;10;27;21;"2021-03-15";"email";"qualité produit";"1"
157189;7;66;42;"2021-08-04";"email";"livraison";"1"
157190;7;113;60;"2021-11-20";"téléphone";"expérience en magasin";"1"
157191;8;30;21;"2021-11-27";"email";"expérience en magasin";"1"
157192;8;143;33;"2021-05-05";"email";"drive";"1"
157193;8;137;39;"2021-06-16";"email";"expérience en magasin";"1"
157194;7;18;13;"2021-04-24";"réseaux sociaux";"qualité produit";""
157195;8;124;67;"2021-07-06";"email";"drive";"0"
157196;10;15;18;"2021-07-13";"email";"livraison";"1"
157197;8;83;47;"2021-05-31";"email";"service après-vente";"1"
157198;8;31;36;"2021-09-17";"réseaux sociaux";"service après-vente";"1"
157199;10;31;15;"2021-10-15";"email";"qualité produit";"1"
157200;8;92;48;"2021-06-26";"email";"drive";"0"
157201;8;79;44;"2021-11-05";"email";"livraison";"1"
157202;7;61;72;"2021-06-04";"email";"expérience en magasin";"1"
157203;8;98;62;"2021-01-24";"email";"expérience en magasin";"1"
157204;9;52;29;"2021-08-31";"réseaux sociaux";"qualité produit";""
157205;10;123;82;"2021-02-24";"email";"qualité produit";"1"
157206;8;79;15;"2021-03-04";"email";"qualité produit";"0"
157207;8;65;75;"2021-01-29";"email";"drive";"1"
157208;7;54;21;"2021-05-10";"email";"expérience en magasin";"1"
157209;8;123;29;"2021-08-08";"email";"service après-vente";"1"
157210;8;89;78;"2021-08-06";"email";"service après-vente";"1"
157211;7;82;6;"2021-01-17";"email";"livraison";"1"
157212;8;21;66;"2021-01-31";"réseaux sociaux";"service après-vente";""
157213;7;142;10;"2021-05-28";"téléphone";"service après-vente";"1"
157214;8;133;18;"2021-12-07";"email";"drive";"1"
157215;8;144;69;"2021-11-15";"email";"expérience en magasin";"1"
157216;8;20;50;"2021-01-02";"email";"drive";"1"
157217;8;76;5;"2021-07-28";"téléphone";"qualité produit";"0"
157218;10;4;6;"2021-11-19";"email";"livraison";"1"
157219;7;79;51;"2021-10-15";"réseaux sociaux";"expérience en magasin";""
157220;7;23;69;"2021-07-06";"email";"livraison";"1"
157221;7;122;66;"2021-08-11";"email";"service après-vente";"1"
157222;8;132;12;"2021-02-01";"téléphone";"service après-vente";"1"
157223;7;36;24;"2021-08-30";"téléphone";"service après-vente";"1"
157224;8;12;10;"2021-01-27";"réseaux sociaux";"service après-vente";""
157225;10;75;30;"2021-08-31";"téléphone";"livraison";"1"
157226;7;36;50;"2021-12-21";"réseaux sociaux";"qualité produit";""
157227;10;95;23;"2021-05-30";"réseaux sociaux";"expérience en magasin";""
157228;10;96;15;"2021-11-16";"réseaux sociaux";"qualité produit";""
157229;7;45;4;"2021-07-26";"réseaux sociaux";"expérience en magasin";"1"
157230;7;125;3;"2021-09-10";"email";"qualité produit";"1"
157231;8;133;19;"2021-07-26";"réseaux sociaux";"livraison";""
157232;8;124;31;"2021-12-08";"téléphone";"service après-vente";"1"
157233;8;74;62;"2021-09-14";"réseaux sociaux";"expérience en magasin";""
157234;8;34;57;"2021-01-18";"email";"expérience en magasin";"0"
157235;7;81;25;"2021-05-06";"email";"drive";"1"
157236;8;22;37;"2021-03-12";"réseaux sociaux";"livraison";""
157237;8;113;31;"2021-01-13";"email";"service après-vente";"1"
157238;7;67;18;"2021-03-07";"réseaux sociaux";"livraison";""
157239;7;140;83;"2021-10-22";"réseaux sociaux";"drive";""
157240;8;120;12;"2021-06-10";"email";"livraison";"1"
157241;10;80;78;"2021-10-08";"email";"livraison";"1"
157242;9;56;1;"2021-09-01";"réseaux sociaux";"drive";""
157243;8;60;47;"2021-09-01";"réseaux sociaux";"drive";""
157244;7;133;3;"2021-08-05";"réseaux sociaux";"expérience en magasin";""
157245;8;123;72;"2021-04-24";"email";"drive";"1"
157246;7;5;14;"2021-04-20";"email";"livraison";"1"
157247;10;4;16;"2021-12-23";"email";"livraison";"1"
157248;7;73;76;"2021-05-12";"email";"drive";"1"
157249;10;40;43;"2021-09-17";"réseaux sociaux";"expérience en magasin";"1"
157250;7;4;16;"2021-06-05";"réseaux sociaux";"expérience en magasin";""
157251;8;13;28;"2021-10-31";"réseaux sociaux";"drive";"1"
157252;10;20;64;"2021-06-22";"email";"livraison";"1"
157253;8;6;30;"2021-01-19";"email";"livraison";"0"
157254;7;39;63;"2021-12-19";"email";"qualité produit";"0"
157255;7;123;53;"2021-05-03";"téléphone";"drive";"0"
157256;10;64;2;"2021-06-18";"email";"qualité produit";"1"
157257;8;41;7;"2021-08-22";"réseaux sociaux";"qualité produit";"1"
157258;7;53;66;"2021-06-06";"téléphone";"service après-vente";"1"
157259;10;9;49;"2021-11-20";"réseaux sociaux";"livraison";"1"
157260;8;37;79;"2021-12-18";"email";"expérience en magasin";"0"
157261;8;96;75;"2021-11-30";"email";"qualité produit";"0"
157262;10;82;22;"2021-08-30";"téléphone";"drive";"1"
157263;0;115;5;"2021-03-24";"email";"drive";"0"
157264;7;127;50;"2021-09-18";"téléphone";"expérience en magasin";"1"
157265;8;134;9;"2021-07-26";"email";"drive";"1"
157266;10;32;12;"2021-10-23";"email";"livraison";"1"
157267;7;93;8;"2021-06-23";"réseaux sociaux";"livraison";"1"
157268;8;131;74;"2021-07-06";"réseaux sociaux";"livraison";""
157269;8;139;36;"2021-10-13";"email";"drive";"1"
157270;8;108;6;"2021-03-09";"réseaux sociaux";"expérience en magasin";"1"
157271;9;75;19;"2021-11-05";"email";"livraison";"1"
157272;7;90;11;"2021-05-03";"réseaux sociaux";"livraison";""
157273;10;43;75;"2021-07-17";"réseaux sociaux";"qualité produit";""
157274;10;47;29;"2021-06-17";"email";"qualité produit";"1"
157275;9;142;22;"2021-02-03";"téléphone";"expérience en magasin";"1"
157276;9;47;48;"2021-05-10";"réseaux sociaux";"qualité produit";""
157277;8;18;41;"2021-08-23";"réseaux sociaux";"service après-vente";"1"
157278;7;1;66;"2021-09-04";"email";"drive";"1"
157279;7;33;69;"2021-02-09";"réseaux sociaux";"service après-vente";""
157280;10;34;76;"2021-10-14";"réseaux sociaux";"livraison";""
157281;10;143;58;"2021-03-19";"réseaux sociaux";"service après-vente";"1"
157282;8;12;38;"2021-06-18";"email";"expérience en magasin";"1"
157283;1;94;54;"2021-03-19";"téléphone";"service après-vente";"0"
157284;8;109;80;"2021-06-26";"téléphone";"livraison";"1"
157285;8;22;35;"2021-09-13";"réseaux sociaux";"service après-vente";"1"
157286;7;40;74;"2021-04-18";"email";"drive";"1"
157287;8;54;45;"2021-08-15";"téléphone";"service après-vente";"1"
157288;0;119;20;"2021-06-08";"email";"drive";"0"
157289;7;21;61;"2021-07-25";"téléphone";"drive";"0"
157290;7;24;67;"2021-03-22";"téléphone";"expérience en magasin";"0"
157291;8;112;29;"2021-08-14";"email";"qualité produit";"1"
157292;10;74;15;"2021-10-13";"email";"service après-vente";"1"
157293;8;86;70;"2021-09-15";"téléphone";"livraison";"1"
157294;9;110;1;"2021-11-06";"téléphone";"service après-vente";"1"
157295;8;118;8;"2021-01-14";"réseaux sociaux";"drive";"1"
157296;8;136;1;"2021-04-29";"téléphone";"qualité produit";"1"
157297;8;10;81;"2021-06-04";"email";"livraison";"1"
157298;10;118;19;"2021-08-10";"réseaux sociaux";"expérience en magasin";""
157299;8;125;16;"2021-06-10";"téléphone";"service après-vente";"1"
157300;8;88;47;"2021-08-14";"email";"drive";"0"
157301;7;18;75;"2021-06-18";"email";"drive";"1"
157302;7;65;15;"2021-10-12";"téléphone";"drive";"1"
157303;7;132;41;"2021-07-04";"téléphone";"qualité produit";"1"
157304;8;71;14;"2021-01-14";"téléphone";"service après-vente";"1"
157305;7;60;59;"2021-03-19";"email";"qualité produit";"1"
157306;8;140;54;"2021-07-04";"réseaux sociaux";"qualité produit";"1"
157307;9;144;40;"2021-11-30";"email";"service après-vente";"1"
157308;1;142;68;"2021-12-08";"réseaux sociaux";"drive";""
157309;8;25;27;"2021-09-29";"téléphone";"service après-vente";"1"
157310;0;80;36;"2021-08-21";"email";"livraison";"0"
157311;10;57;72;"2021-05-27";"téléphone";"livraison";"1"
157312;8;45;80;"2021-08-14";"email";"service après-vente";"1"
157313;8;89;31;"2021-01-28";"téléphone";"drive";"1"
157314;7;27;11;"2021-04-13";"téléphone";"livraison";"1"
157315;9;26;25;"2021-06-27";"email";"qualité produit";"1"
157316;9;143;45;"2021-04-14";"téléphone";"service après-vente";"1"
157317;7;120;60;"2021-06-10";"réseaux sociaux";"drive";""
157318;7;61;36;"2021-07-02";"téléphone";"livraison";"1"
157319;8;80;1;"2021-11-24";"téléphone";"qualité produit";"1"
157320;8;33;65;"2021-07-27";"réseaux sociaux";"service après-vente";""
157321;8;88;12;"2021-12-06";"téléphone";"qualité produit";"1"
157322;7;39;15;"2021-12-01";"réseaux sociaux";"drive";""
157323;7;125;16;"2021-02-26";"réseaux sociaux";"expérience en magasin";"1"
157324;7;72;4;"2021-08-29";"téléphone";"drive";"1"
157325;8;22;43;"2021-09-06";"téléphone";"drive";"1"
157326;9;83;5;"2021-01-09";"réseaux sociaux";"livraison";"1"
157327;8;92;1;"2021-09-20";"réseaux sociaux";"drive";"1"
157328;7;1;80;"2021-03-02";"réseaux sociaux";"expérience en magasin";"1"
157329;8;111;24;"2021-11-27";"réseaux sociaux";"service après-vente";""
157330;8;48;9;"2021-05-14";"téléphone";"drive";"1"
157331;10;141;34;"2021-10-08";"téléphone";"drive";"1"
157332;10;79;31;"2021-10-29";"email";"drive";"1"
157333;8;3;56;"2021-07-25";"email";"expérience en magasin";"1"
157334;8;32;20;"2021-07-24";"téléphone";"expérience en magasin";"1"
157335;8;142;44;"2021-07-20";"téléphone";"expérience en magasin";"1"
157336;9;136;19;"2021-02-08";"email";"drive";"1"
157337;8;134;55;"2021-10-17";"téléphone";"livraison";"1"
157338;10;133;39;"2021-04-27";"téléphone";"qualité produit";"1"
157339;10;46;29;"2021-03-23";"téléphone";"expérience en magasin";"1"
157340;8;107;2;"2021-11-17";"réseaux sociaux";"expérience en magasin";"1"
157341;8;9;68;"2021-07-18";"téléphone";"livraison";"1"
157342;7;104;2;"2021-10-03";"email";"qualité produit";"0"
157343;8;124;73;"2021-09-03";"réseaux sociaux";"livraison";""
157344;8;127;44;"2021-09-18";"réseaux sociaux";"livraison";""
157345;8;92;12;"2021-04-25";"email";"expérience en magasin";"1"
157346;9;95;33;"2021-03-03";"email";"livraison";"1"
157347;7;20;48;"2021-08-01";"email";"expérience en magasin";"1"
157348;9;106;65;"2021-01-13";"email";"qualité produit";"1"
157349;7;117;34;"2021-07-22";"email";"expérience en magasin";"1"
157350;8;59;15;"2021-04-07";"réseaux sociaux";"expérience en magasin";""
157351;7;94;9;"2021-05-24";"réseaux sociaux";"livraison";""
157352;7;143;52;"2021-12-23";"réseaux sociaux";"drive";""
157353;8;92;4;"2021-06-10";"téléphone";"livraison";"0"
157354;9;93;63;"2021-07-12";"réseaux sociaux";"service après-vente";"1"
157355;7;1;20;"2021-03-28";"réseaux sociaux";"expérience en magasin";""
157356;8;56;67;"2021-01-08";"email";"expérience en magasin";"1"
157357;7;89;81;"2021-03-03";"email";"service après-vente";"0"
157358;10;33;37;"2021-05-03";"réseaux sociaux";"drive";""
157359;7;55;76;"2021-02-20";"réseaux sociaux";"service après-vente";""
157360;7;67;6;"2021-03-22";"téléphone";"livraison";"1"
157361;7;47;73;"2021-07-04";"email";"qualité produit";"1"
157362;10;69;30;"2021-06-02";"réseaux sociaux";"livraison";""
157363;7;126;61;"2021-06-27";"email";"service après-vente";"1"
157364;0;47;32;"2021-06-04";"email";"drive";"0"
157365;7;102;5;"2021-02-07";"email";"expérience en magasin";"0"
157366;9;103;1;"2021-02-05";"réseaux sociaux";"livraison";"1"
157367;9;77;23;"2021-03-08";"réseaux sociaux";"service après-vente";""
157368;10;52;38;"2021-06-13";"téléphone";"service après-vente";"1"
157369;7;57;40;"2021-05-20";"téléphone";"qualité produit";"1"
157370;7;71;11;"2021-02-14";"téléphone";"service après-vente";"1"
157371;7;131;37;"2021-12-20";"email";"drive";"1"
157372;8;42;83;"2021-05-26";"réseaux sociaux";"drive";"1"
157373;8;68;18;"2021-05-18";"téléphone";"expérience en magasin";"1"
157374;8;37;69;"2021-08-28";"email";"service après-vente";"1"
157375;9;90;37;"2021-03-31";"téléphone";"service après-vente";"1"
157376;10;114;9;"2021-05-27";"email";"qualité produit";"1"
157377;9;109;72;"2021-05-21";"téléphone";"service après-vente";"1"
157378;8;108;38;"2021-06-10";"email";"livraison";"1"
157379;8;116;45;"2021-12-22";"email";"qualité produit";"0"
157380;9;72;7;"2021-08-10";"réseaux sociaux";"drive";""
157381;1;94;60;"2021-11-04";"réseaux sociaux";"service après-vente";""
157382;7;103;47;"2021-03-29";"email";"expérience en magasin";"1"
157383;8;23;26;"2021-05-26";"email";"expérience en magasin";"0"
157384;9;66;5;"2021-03-13";"téléphone";"expérience en magasin";"1"
157385;7;16;75;"2021-07-25";"email";"livraison";"1"
157386;8;110;40;"2021-07-17";"réseaux sociaux";"expérience en magasin";"1"
157387;8;7;70;"2021-07-18";"email";"expérience en magasin";"1"
157388;7;99;6;"2021-06-23";"email";"livraison";"1"
157389;8;96;77;"2021-12-16";"réseaux sociaux";"drive";""
157390;9;105;31;"2021-06-16";"téléphone";"expérience en magasin";"1"
157391;9;106;8;"2021-06-10";"réseaux sociaux";"expérience en magasin";""
157392;7;8;22;"2021-06-08";"téléphone";"livraison";"1"
157393;9;131;41;"2021-01-03";"réseaux sociaux";"livraison";"1"
157394;7;74;38;"2021-10-23";"email";"qualité produit";"1"
157395;7;48;25;"2021-10-24";"email";"livraison";"1"
157396;10;77;75;"2021-02-02";"téléphone";"drive";"1"
157397;10;84;36;"2021-03-03";"email";"expérience en magasin";"1"
157398;8;4;63;"2021-04-24";"réseaux sociaux";"livraison";"1"
157399;9;133;20;"2021-05-15";"réseaux sociaux";"expérience en magasin";"1"
157400;7;123;60;"2021-09-20";"email";"livraison";"1"
157401;8;37;57;"2021-11-26";"email";"drive";"0"
157402;9;84;46;"2021-02-04";"réseaux sociaux";"drive";"1"
157403;7;123;6;"2021-02-27";"téléphone";"expérience en magasin";"1"
157404;7;139;48;"2021-12-24";"réseaux sociaux";"service après-vente";"1"
157405;8;123;16;"2021-02-19";"réseaux sociaux";"livraison";""
157406;7;142;18;"2021-05-24";"téléphone";"expérience en magasin";"1"
157407;8;140;31;"2021-07-26";"téléphone";"expérience en magasin";"1"
157408;8;27;33;"2021-02-10";"email";"expérience en magasin";"1"
157409;7;50;57;"2021-11-13";"réseaux sociaux";"qualité produit";""
157410;8;104;80;"2021-10-08";"téléphone";"expérience en magasin";"0"
157411;8;132;49;"2021-04-24";"réseaux sociaux";"service après-vente";""
157412;7;128;43;"2021-01-10";"email";"drive";"1"
157413;10;63;48;"2021-05-02";"email";"livraison";"1"
157414;7;94;28;"2021-07-20";"téléphone";"expérience en magasin";"1"
157415;9;108;48;"2021-10-10";"téléphone";"drive";"1"
157416;9;50;59;"2021-11-02";"téléphone";"qualité produit";"1"
157417;7;91;49;"2021-11-21";"réseaux sociaux";"livraison";""
157418;8;87;20;"2021-06-15";"email";"service après-vente";"1"
157419;10;100;31;"2021-03-10";"email";"expérience en magasin";"1"
157420;9;29;63;"2021-05-15";"téléphone";"livraison";"1"
157421;8;60;17;"2021-06-14";"email";"livraison";"1"
157422;8;39;47;"2021-03-16";"email";"livraison";"1"
157423;7;29;74;"2021-04-08";"réseaux sociaux";"expérience en magasin";""
157424;9;135;8;"2021-08-01";"téléphone";"drive";"1"
157425;7;6;26;"2021-01-15";"réseaux sociaux";"livraison";""
157426;9;20;1;"2021-02-19";"email";"expérience en magasin";"1"
157427;7;56;10;"2021-01-08";"réseaux sociaux";"drive";""
157428;8;98;6;"2021-01-31";"email";"livraison";"1"
157429;7;93;60;"2021-06-21";"réseaux sociaux";"service après-vente";""
157430;7;44;69;"2021-07-23";"téléphone";"livraison";"1"
157431;9;131;23;"2021-10-30";"email";"service après-vente";"1"
157432;10;20;24;"2021-11-03";"téléphone";"qualité produit";"1"
157433;7;1;83;"2021-06-30";"email";"service après-vente";"1"
157434;9;18;64;"2021-08-06";"réseaux sociaux";"qualité produit";""
157435;10;128;36;"2021-08-20";"réseaux sociaux";"livraison";""
157436;9;112;29;"2021-06-11";"email";"qualité produit";"1"
157437;10;49;4;"2021-07-07";"email";"drive";"0"
157438;8;120;28;"2021-09-09";"réseaux sociaux";"service après-vente";"1"
157439;9;124;16;"2021-11-24";"téléphone";"livraison";"1"
157440;8;139;40;"2021-02-26";"réseaux sociaux";"qualité produit";"1"
157441;7;37;1;"2021-12-14";"téléphone";"service après-vente";"1"
157442;7;57;80;"2021-06-30";"réseaux sociaux";"service après-vente";""
